رقم الفاتورة,تاريخ ووقت البيع,اسم المنتج,الكمية,سعر القطعة,تكلفة المنتج,المحافظة
ORD-1062,2026-08-16 21:10:00,فستان صيفي مشجر,2,800,350,الجيزة
ORD-1395,2026-08-28 12:44:00,هودي شتوي رمادي,2,700,300,المنيا
ORD-1028,2026-08-16 17:56:00,سويت شيرت زيتي,1,500,220,المنصورة
ORD-1174,2026-08-28 11:48:00,قميص كاجوال كحلي,1,450,200,الجيزة
ORD-1487,2026-08-26 21:10:00,سويت شيرت زيتي,2,500,220,المنيا
ORD-1101,2026-08-31 09:19:00,تيشرت قطن أبيض,3,350,150,الجيزة
ORD-1387,2026-08-16 17:58:00,جاكيت جلد رجالي,1,1500,600,المنيا
ORD-1126,2026-08-22 15:29:00,قميص كاجوال كحلي,2,450,200,الجيزة
ORD-1264,2026-08-25 16:12:00,فستان صيفي مشجر,1,800,350,الجيزة
ORD-1349,2026-08-31 15:51:00,فستان صيفي مشجر,2,800,350,القاهرة
ORD-1091,2026-08-22 15:29:00,فستان صيفي مشجر,3,800,350,طنطا
ORD-1449,2026-08-29 15:37:00,بنطلون جينز أسود,3,600,250,القاهرة
ORD-1257,2026-08-24 17:43:00,جاكيت جلد رجالي,1,1500,600,القاهرة
ORD-1327,2026-08-03 17:48:00,جاكيت جلد رجالي,2,1500,600,المنيا
ORD-1447,2026-08-15 22:45:00,تيشرت قطن أبيض,2,350,150,القاهرة
ORD-1318,2026-08-07 21:56:00,تيشرت قطن أبيض,3,350,150,الإسكندرية
ORD-1360,2026-08-21 14:25:00,قميص كاجوال كحلي,3,450,200,الإسكندرية
ORD-1395,2026-08-10 23:25:00,تيشرت قطن أبيض,1,350,150,الإسكندرية
ORD-1204,2026-08-11 20:13:00,سويت شيرت زيتي,1,500,220,المنصورة
ORD-1212,2026-08-04 23:38:00,بنطلون جينز أسود,1,600,250,المنيا
ORD-1200,2026-08-31 09:05:00,سويت شيرت زيتي,3,500,220,طنطا
ORD-1486,2026-08-07 17:48:00,جاكيت جلد رجالي,2,1500,600,القاهرة
ORD-1487,2026-08-28 14:05:00,فستان صيفي مشجر,3,800,350,الإسكندرية
ORD-1044,2026-08-25 10:02:00,قميص كاجوال كحلي,3,450,200,الإسكندرية
ORD-1483,2026-08-18 14:26:00,تيشرت قطن أبيض,3,350,150,طنطا
ORD-1087,2026-08-10 17:55:00,تيشرت قطن أبيض,2,350,150,طنطا
ORD-1356,2026-08-30 13:59:00,فستان صيفي مشجر,1,800,350,المنصورة
ORD-1174,2026-08-03 19:20:00,بنطلون جينز أسود,1,600,250,المنيا
ORD-1251,2026-08-19 20:04:00,بنطلون جينز أسود,3,600,250,الجيزة
ORD-1298,2026-08-10 14:23:00,فستان صيفي مشجر,2,800,350,الإسكندرية
ORD-1246,2026-08-01 17:21:00,قميص كاجوال كحلي,3,450,200,المنيا
ORD-1188,2026-08-26 09:25:00,سويت شيرت زيتي,2,500,220,القاهرة
ORD-1137,2026-08-07 17:13:00,تيشرت قطن أبيض,3,350,150,القاهرة
ORD-1324,2026-08-10 13:59:00,جاكيت جلد رجالي,2,1500,600,المنيا
ORD-1245,2026-08-28 15:12:00,هودي شتوي رمادي,2,700,300,المنيا
ORD-1272,2026-08-15 16:41:00,تيشرت قطن أبيض,3,350,150,المنصورة
ORD-1382,2026-08-22 17:34:00,فستان صيفي مشجر,3,800,350,المنصورة
ORD-1202,2026-08-24 17:52:00,قميص كاجوال كحلي,3,450,200,الإسكندرية
ORD-1233,2026-08-03 14:42:00,سويت شيرت زيتي,1,500,220,القاهرة
ORD-1229,2026-08-15 16:35:00,قميص كاجوال كحلي,3,450,200,طنطا
ORD-1119,2026-08-11 15:52:00,سويت شيرت زيتي,1,500,220,المنيا
ORD-1408,2026-08-13 17:17:00,هودي شتوي رمادي,2,700,300,القاهرة
ORD-1176,2026-08-07 17:28:00,تيشرت قطن أبيض,2,350,150,طنطا
ORD-1246,2026-08-22 23:04:00,قميص كاجوال كحلي,1,450,200,الإسكندرية
ORD-1089,2026-08-22 21:25:00,قميص كاجوال كحلي,2,450,200,الجيزة
ORD-1023,2026-08-30 15:22:00,فستان صيفي مشجر,2,800,350,طنطا
ORD-1147,2026-08-26 22:12:00,بنطلون جينز أسود,1,600,250,القاهرة
ORD-1337,2026-08-12 10:17:00,تيشرت قطن أبيض,3,350,150,المنيا
ORD-1486,2026-08-01 13:44:00,جاكيت جلد رجالي,2,1500,600,المنصورة
ORD-1435,2026-08-16 21:43:00,جاكيت جلد رجالي,1,1500,600,القاهرة
ORD-1467,2026-08-29 10:08:00,بنطلون جينز أسود,2,600,250,طنطا
ORD-1418,2026-08-09 14:50:00,حذاء رياضي مريح,1,950,400,الجيزة
ORD-1399,2026-08-27 17:36:00,جاكيت جلد رجالي,2,1500,600,الإسكندرية
ORD-1149,2026-08-04 19:14:00,هودي شتوي رمادي,3,700,300,المنيا
ORD-1480,2026-08-13 22:13:00,قميص كاجوال كحلي,2,450,200,الإسكندرية
ORD-1097,2026-08-17 13:48:00,قميص كاجوال كحلي,3,450,200,المنصورة
ORD-1043,2026-08-19 13:56:00,سويت شيرت زيتي,1,500,220,الجيزة
ORD-1152,2026-08-02 20:33:00,قميص كاجوال كحلي,3,450,200,القاهرة
ORD-1004,2026-08-11 20:28:00,هودي شتوي رمادي,1,700,300,المنصورة
ORD-1279,2026-08-31 23:26:00,حذاء رياضي مريح,2,950,400,طنطا
ORD-1213,2026-08-07 15:12:00,هودي شتوي رمادي,1,700,300,القاهرة
ORD-1478,2026-08-12 19:29:00,فستان صيفي مشجر,2,800,350,المنيا
ORD-1268,2026-08-08 18:14:00,بنطلون جينز أسود,3,600,250,الجيزة
